Date,PPI-yy US,CPI-yy US,ism-manufacturing-pmi US,ism-non-manufacturing-pmi US,cb-consumer-confidence US,nfib-small-business-optimism US,retail-sales-yy US,retail-sales-ex-autos-mm US,durable-goods-orders US,nonfarm-payrolls US,industrial-production-mm US,trade-balance US,housing-starts US,new-home-sales US,building-permits US,existing-home-sales US,unemployment-rate US,adp-nonfarm-employment-change US,ny-empire-state-manufacturing-index US,chicago-pmi US,capacity-utilization US,factory-orders US,durable-goods-orders-ex-transportation US,business-inventories-mm US,pce-price-index-yy US,pce-price-index-mm US,core-pce-price-index-yy US,core-pce-price-index-mm US,average-hourly-earnings US,adp-nonfarm-employment US,PPI EuroZone,CPI EuroZone,manufacturing-pmi EuroZone,services-pmi EuroZone,consumer-confidence EuroZone,business-and-consumer-survey EuroZone,retail-sales EuroZone,industrial-production EuroZone,trade-balance EuroZone,unemployment-rate EuroZone,markit-composite-pmi EuroZone,ecb-deposit-rate-decision EuroZone,zew-indicator-of-economic-sentiment EuroZone,fed-interest-rate-decision US,ecb-interest-rate-decision EuroZone,boe-interest-rate-decision UK,snb-interest-rate-decision Switzerland,EUR/USD
2010-01,4.4,2.7,54.9,49.8,56.5,89.3,5.4,-0.2,1.9,-150.0,0.7,-36.4,0.58,0.348,0.65,5.45,10.0,-61.0,15.9,61.5,71.9,1.0,2.0,0.4,1.8,0.5,1.45,0.05,0.2,-61.0,-4.4,1.0,52.0,52.3,-15.8,95.8,-2.4,-6.9,4.0,9.9,46.0,0.3369565217391304,46.4,0.25,1.0,0.5,0.25,1.387694
2009-12,2.4,1.8,53.6,48.7,53.6,85.2,1.9,1.9,-0.4,4.0,0.6,-33.2,0.58,0.37,0.59,6.54,10.0,-169.0,2.6,58.7,71.5,0.8,2.1,0.4,1.5,0.7,1.4,0.0,0.2,-169.0,-6.6,0.5,51.6,53.0,-16.55,94.0,-1.3,-11.1,4.7,9.9,46.0,0.3260869565217391,48.0,0.25,1.0,0.5,0.25,1.432706
2009-11,-1.9,-0.2,55.7,50.6,50.6,88.3,-1.7,0.2,-0.6,-111.0,0.0,-35.65,0.53,0.4,0.55,6.1,10.2,-195.0,23.5,56.1,70.6,1.6,-1.3,-0.4,0.2,0.6,1.4,0.2,0.3,-195.0,-7.7,-0.1,51.0,52.6,-17.3,91.5,-3.1,-12.8,4.3,9.85,46.0,0.3152173913043478,51.8,0.25,1.0,0.5,0.25,1.503895
2009-10,-4.8,-1.3,52.6,50.9,48.7,89.1,-5.7,0.4,2.0,-219.0,0.6,-30.8,0.59,0.405,0.57,5.54,9.8,-211.0,34.6,54.2,70.5,-0.8,1.8,-1.6,-0.5,-0.6,1.3,0.1,0.1,-211.0,-7.5,-0.1,50.7,50.6,-17.7,89.2,-2.3,-15.1,2.2,9.8,46.0,0.3043478260869565,56.9,0.25,1.0,0.5,0.25,1.473297
2009-09,-4.3,-1.5,52.9,48.4,53.4,88.8,-5.3,1.1,-2.6,-201.0,1.2,-31.85,0.59,0.417,0.58,5.09,9.7,-227.0,18.9,46.1,69.9,1.4,-0.3,-1.1,-0.65,-0.15,1.35,0.1,0.4,-227.0,-8.5,-0.3,49.0,49.9,-19.1,86.8,-1.7,-15.9,6.0,9.6,46.0,0.2934782608695652,59.6,0.25,1.0,0.5,0.25,1.465502
2009-08,-6.8,-2.1,48.9,46.4,54.5,88.6,-8.3,-0.5,4.9,-276.0,1.0,-27.49,0.59,0.433,0.56,5.24,9.4,-360.0,12.1,50.0,69.0,0.9,0.8,-1.4,-0.8,0.3,1.4,0.1,0.3,-360.0,-6.6,-0.2,46.3,49.5,-22.1,84.2,-2.3,-16.8,2.3,9.55,46.0,0.2826086956521739,54.9,0.25,1.0,0.5,0.25,1.434268
2009-07,-4.6,-1.4,44.8,47.0,47.4,86.5,-9.0,0.5,-1.3,-467.0,-0.4,-25.97,0.59,0.395,0.57,4.89,9.5,-473.0,-0.6,43.4,68.1,1.1,2.5,-1.2,-0.5,0.2,1.6,0.1,0.0,-473.0,-6.0,-0.6,46.0,44.7,-23.1,80.2,-3.6,-17.8,1.1,9.5,46.0,0.2717391304347826,39.5,0.25,1.0,0.5,0.25,1.426005
2009-06,-5.0,-1.3,42.8,44.0,49.3,87.8,-9.6,0.4,1.3,-322.0,-1.2,-28.79,0.53,0.342,0.518,4.77,9.4,-485.0,-9.4,39.9,68.2,0.5,1.1,-1.3,-0.2,0.1,1.8,0.1,0.2,-485.0,-4.8,-0.1,42.4,44.8,-25.2,77.6,-2.5,-21.3,0.7,9.3,46.0,0.2608695652173913,42.7,0.25,1.0,0.5,0.25,1.403883
2009-05,-3.7,-0.7,40.1,43.7,54.8,88.9,-10.1,-0.2,1.9,-504.0,-0.7,-28.53,0.45,0.344,0.5,4.66,8.9,-491.0,-4.6,34.9,69.1,-0.9,0.4,-1.0,0.2,-0.1,1.8,0.15,0.1,-491.0,-3.3,0.6,40.5,43.8,-28.3,74.6,-3.1,-19.2,-1.8,9.25,46.0,0.25,28.5,0.25,1.0,0.5,0.25,1.41209
2009-04,-3.5,-0.4,36.3,40.8,40.8,86.8,-9.4,-1.2,-0.8,-699.0,-1.7,-26.13,0.53,0.351,0.516,4.55,8.5,-708.0,-14.7,40.1,69.4,0.7,-0.6,-1.4,0.6,-0.3,1.8,0.2,0.2,-708.0,-1.4,0.6,36.7,40.9,-30.6,71.7,-5.1,-17.4,-2.9,9.2,46.0,0.25,11.8,0.25,1.25,0.5,0.25,1.323522
2009-03,-1.3,0.2,35.8,41.6,26.9,81.0,-8.6,1.0,2.1,-651.0,-1.5,-36.2,0.572,0.358,0.564,4.72,8.1,-697.0,-38.2,31.4,70.3,-3.5,3.9,-1.1,0.9,0.4,1.8,0.2,0.2,-697.0,-0.9,0.6,33.5,40.1,-34.2,69.3,-2.5,-16.8,-5.4,8.899999999999999,46.0,0.5,-6.5,0.25,1.5,0.5,0.25,1.324696
2009-02,1.0,0.0,35.6,42.9,25.3,82.6,-9.7,1.6,-4.5,-655.0,-1.9,-39.9,0.47,0.322,0.52,4.49,7.6,-522.0,-34.7,34.2,71.9,-4.9,-3.0,-1.3,0.8,-1.0,1.7,0.0,0.3,-522.0,1.1,1.1,33.6,42.2,-32.9,70.8,-1.8,-12.5,-1.7,8.6,46.0,0.75,-8.7,0.25,2.0,1.0,0.25,1.267893
2009-01,-0.9,0.1,32.4,40.1,37.7,84.1,-9.8,-3.1,-4.6,-577.0,-2.4,-41.58,0.56,0.344,0.547,4.74,7.2,-659.0,-22.2,33.3,73.3,-6.5,-5.5,-1.1,1.1,-0.9,1.7999999999999998,0.0,0.3,-659.0,2.9,1.1,34.5,42.1,-30.6,73.0,-1.6,-9.1,-4.0,8.0,46.0,1.0,-30.8,0.25,2.0,1.5,0.25,1.285099
2008-12,0.4,1.1,36.2,37.3,38.6,94.6,-7.4,-2.5,-3.7,-584.0,-1.3,-56.69,0.651,0.388,0.615,4.45,6.7,-476.0,-27.9,35.1,75.2,-6.0,0.6,-0.6,1.4,-0.8,1.9,0.0,0.4,-476.0,6.1,2.1,34.5,42.5,-28.5,73.5,-1.9,-5.8,-1.3,7.85,46.0,2.0,-46.1,0.25,2.5,2.0,0.5,1.397995
2008-11,5.2,3.7,38.9,44.4,44.9,87.8,-4.1,-2.4,-6.2,-320.0,1.5,-56.56,0.791,0.419,0.73,4.91,6.5,-179.0,-25.4,33.8,76.0,-2.5,-4.4,-0.2,1.4,-1.0,2.1,0.0,0.2,-179.0,7.9,2.1,36.2,45.8,-26.4,80.3,-1.4,-2.7,-4.4,7.7,46.0,2.75,-48.5,0.25,3.25,3.0,1.0,1.267507
2008-10,8.7,4.9,43.5,50.2,38.0,87.5,-1.0,-0.6,-0.2,-284.0,-3.7,-59.08,0.82,0.457,0.805,5.18,6.1,-26.0,-24.6,37.8,75.5,-4.3,-1.0,0.3,1.4,-0.3,2.4,0.2,0.2,-26.0,8.5,3.2,45.0,48.4,-24.3,85.3,-1.8,-0.7,-5.7,7.6,46.0,2.875,-50.900000000000006,1.5,4.25,4.5,2.5,1.270196
2008-09,9.6,5.4,49.9,50.6,61.4,92.9,1.6,-0.7,-5.5,-73.0,-1.0,-61.31,0.895,0.452,0.872,4.91,6.1,-37.0,-7.4,56.7,78.7,0.7,-3.0,1.1,1.4,0.0,2.6,0.2,0.4,-37.0,9.0,3.6,45.3,48.2,-19.0,91.6,-1.8,-1.7,-6.7,7.5,46.0,3.0,-53.3,2.0,4.25,5.0,2.75,1.409642
2008-08,9.8,5.6,50.0,49.5,58.5,91.1,2.6,0.3,0.8,-51.0,0.1,-58.8,0.954,0.52,0.937,5.0,5.7,-14.0,2.8,57.9,79.9,2.1,0.7,0.7,1.4,0.1,2.4,0.3,0.3,-14.0,8.0,4.0,47.5,48.3,-19.0,93.8,-3.2,-0.8,-3.0,7.4,46.0,3.125,-55.7,2.0,4.25,5.0,2.75,1.469508
2008-07,9.2,5.0,50.2,48.2,51.9,88.2,3.0,0.8,1.3,-51.0,0.4,-59.2,1.066,0.503,1.091,4.86,5.5,9.0,-4.9,50.8,79.8,0.6,2.4,0.3,1.4,0.45,2.25,0.2,0.6,9.0,7.1,4.1,47.5,49.1,-20.0,95.4,0.2,-0.4,-1.5,7.3,46.0,3.25,-63.7,2.0,4.25,5.0,2.75,1.559308
2008-06,7.2,4.2,49.6,51.7,51.0,89.2,2.5,1.2,0.1,-49.0,-0.2,-60.5,0.978,0.533,0.978,4.99,5.5,25.0,-8.7,49.6,79.4,1.3,-0.9,0.5,1.4,0.8,2.1,0.1,0.3,25.0,6.1,3.7,49.1,50.6,-17.0,98.2,-3.0,4.0,1.4,7.25,46.0,3.230769230769231,-53.650000000000006,2.0,4.0,5.0,2.75,1.575002
2008-05,6.5,3.9,48.6,52.0,58.1,89.3,2.0,1.0,-1.0,-28.0,-0.7,-56.49,1.008,0.525,0.982,4.89,5.0,19.0,-3.2,49.1,79.6,1.5,1.9,0.2,1.4,0.4,2.1,0.1,0.1,19.0,5.7,3.6,50.5,52.0,-15.0,101.2,-1.6,1.6,-1.1,7.2,46.0,3.2115384615384617,-43.6,2.0,4.0,5.0,2.75,1.555791
2008-04,6.9,4.0,48.6,49.6,62.8,91.5,2.0,0.1,-0.3,-80.0,0.2,-61.71,0.954,0.526,0.932,4.93,5.1,13.0,0.6,48.3,80.4,-0.9,1.5,0.5,1.4,0.25,2.05,0.1,0.3,13.0,5.3,3.3,52.0,51.8,-12.0,101.5,1.0,3.1,1.6,7.1,46.0,3.1923076923076925,-44.8,2.0,4.0,5.0,2.75,1.562207
2008-03,6.4,4.0,48.3,49.3,65.9,89.6,2.6,-0.1,-0.9,-76.0,-0.7,-58.96,1.075,0.575,0.984,5.03,4.8,-18.0,-22.2,48.2,80.3,-2.3,-2.6,0.9,1.4,0.1,2.0,0.1,0.3,-18.0,5.0,3.5,52.3,52.3,-12.0,103.2,0.2,3.3,-1.0,7.1,46.0,3.173076923076923,-35.0,2.25,4.0,5.25,2.75,1.575796
2008-02,7.4,4.3,50.7,44.6,76.4,92.9,3.9,0.5,-4.7,-22.0,0.1,-57.9,1.071,0.601,1.048,4.89,4.9,9.5,-11.7,44.5,81.5,2.0,-1.6,0.7,1.4,0.4,2.2,0.3,0.2,9.5,4.3,3.2,52.3,50.6,-12.0,103.5,-1.8,1.7,-1.8,7.1,46.0,3.1538461538461537,-41.4,2.25,4.0,5.25,2.75,1.519203
2008-01,6.3,4.1,48.4,53.9,87.9,91.8,4.1,-0.3,4.4,82.0,0.1,-63.12,1.004,0.605,1.08,4.91,5.0,37.0,9.0,51.5,81.5,1.7,2.6,0.4,1.4,0.3,2.2,0.2,0.4,37.0,4.2,3.2,52.6,53.1,-9.0,104.8,-1.2,3.1,2.0,7.2,46.0,3.1346153846153846,-41.7,3.0,4.0,5.5,2.75,1.486503
2007-12,7.2,4.3,50.8,54.1,88.6,96.5,6.3,1.8,0.5,115.0,0.3,-57.82,1.162,0.634,1.08,5.0,4.7,173.0,9.8,56.4,81.6,0.7,-0.4,0.1,1.4,1.0,2.2,0.2,0.5,173.0,3.3,3.1,52.5,54.1,-8.5,105.9,0.4,4.1,3.0,7.2,46.0,3.1153846153846154,-35.7,4.25,4.0,5.5,2.75,1.46011
2007-11,6.1,3.5,50.9,55.8,87.8,94.4,5.2,0.4,-0.4,170.0,-0.7,-57.12,1.232,0.711,1.17,4.98,4.7,146.0,27.4,52.9,81.4,0.3,-0.9,0.4,1.4,0.4,2.0,0.2,0.1,146.0,2.7,2.6,52.6,53.7,-8.0,107.0,1.6,3.3,3.6,7.25,46.0,3.0961538461538463,-30.0,4.25,4.0,5.75,2.75,1.469594
2007-10,4.4,2.8,52.0,54.8,95.2,96.2,5.0,0.3,-1.4,96.0,0.2,-56.8,1.193,0.716,1.261,5.03,4.7,119.0,28.8,49.7,82.1,-3.5,1.1,0.3,1.4,0.5,1.9,0.15,0.3,119.0,1.8,2.1,53.2,54.2,-6.0,107.9,0.8,4.5,4.5,7.3,46.0,3.076923076923077,-19.0,4.5,4.0,5.75,2.75,1.447199
2007-09,2.2,2.0,52.9,55.8,99.5,97.3,3.7,-0.4,-5.3,93.0,0.0,-59.0,1.327,0.735,1.307,5.48,4.6,27.0,14.7,54.2,82.0,0.1,-1.8,0.5,1.4,0.6,1.8,0.1,0.3,27.0,1.8,1.7,53.2,58.0,-6.0,109.3,1.3,3.9,0.8,7.35,46.0,3.0576923076923075,-20.3,4.75,4.0,5.75,2.75,1.427002
2007-08,4.0,2.4,53.8,55.8,105.0,96.3,3.2,0.7,6.1,68.0,0.5,-59.43,1.367,0.867,1.389,5.75,4.6,48.0,25.1,53.8,82.2,3.7,3.4,0.4,1.4,0.4,1.9,0.1,0.3,48.0,2.3,1.8,54.2,58.3,-4.0,111.5,1.0,2.4,4.4,7.4,46.0,3.0384615384615383,-20.3,5.25,4.0,5.75,2.75,1.364201
2007-07,3.3,2.7,56.0,60.7,111.9,97.6,3.8,-0.4,1.9,69.0,0.6,-59.16,1.467,0.846,1.413,5.76,4.5,150.0,26.5,53.4,81.7,-0.5,-0.5,0.5,1.4,0.2,1.9,0.1,0.3,150.0,2.4,1.8,54.8,58.3,-2.0,112.2,0.1,2.5,3.9,7.5,46.0,3.019230769230769,-20.3,5.25,4.0,5.75,2.75,1.367204
2007-06,4.1,2.7,55.0,59.7,105.3,96.0,5.0,-0.4,-2.3,190.0,-0.1,-58.5,1.434,0.893,1.52,5.99,4.5,150.0,25.8,60.2,81.4,0.5,-0.2,0.4,1.4,0.6,2.0,0.1,0.1,150.0,2.4,1.8,55.4,58.3,-2.0,113.0,1.5,2.8,2.3,7.5,46.0,3.0,-20.3,5.25,4.0,5.5,2.5,1.353601
