Date,average-weekly-earnings-regular-pay united-kingdom,average-weekly-earnings-total-pay united-kingdom,claimant-count-change united-kingdom,unemployment-rate united-kingdom,cpi-yy united-kingdom,core-cpi-mm united-kingdom,core-cpi-yy united-kingdom,ppi-input-mm united-kingdom,ppi-input-yy united-kingdom,ppi-output-mm united-kingdom,ppi-output-yy united-kingdom,rpi-mm united-kingdom,rpi-yy united-kingdom,boe-interest-rate-decision united-kingdom,trade-balance united-kingdom,trade-balance-non-eu united-kingdom,public-sector-net-borrowing united-kingdom,industrial-production-mm united-kingdom,industrial-production-yy united-kingdom,manufacturing-production-mm united-kingdom,manufacturing-production-yy united-kingdom,markit-construction-pmi united-kingdom,brc-retail-sales-monitor-yy united-kingdom,index-of-services united-kingdom,retail-sales-mm united-kingdom,retail-sales-yy united-kingdom,rics-house-price-balance united-kingdom,producer-price-index-yy united-states,consumer-price-index-yy united-states,ism-manufacturing-pmi united-states,ism-non-manufacturing-pmi united-states,consumer-confidence-index united-states,retail-sales-yy united-states,retail-sales-ex-autos-mm united-states,durable-goods-orders united-states,nonfarm-payrolls united-states,industrial-production-mm united-states,trade-balance united-states,housing-starts united-states,new-home-sales united-states,building-permits united-states,existing-home-sales united-states,unemployment-rate united-states,adp-nonfarm-employment-change united-states,ny-empire-state-manufacturing-index united-states,chicago-pmi united-states,capacity-utilization united-states,factory-orders united-states,durable-goods-orders-ex-transportation united-states,business-inventories-mm united-states,pce-price-index-mm united-states,core-pce-price-index-yy united-states,core-pce-price-index-mm united-states,average-hourly-earnings-mm united-states,fed-interest-rate-decision united-states,GBPUSD
2022-08,4.7,5.1,-10.6,3.8,10.1,0.3,6.2,0.1,22.6,1.6,17.1,0.9,12.3,1.75,-22.847,-12.29,4.18,-0.9,2.4,-1.6,1.3,48.9,1.6,-0.4,0.3,-3.4,63.0,9.8,8.5,52.8,56.7,95.7,10.3,0.4,0.0,528.0,0.6,-79.614,1.446,0.511,1.674,4.81,3.5,128.0,-31.3,52.1,80.3,2.0,0.3,1.4,-0.1,4.6,0.1,0.5,2.5,1.17311692237854
2022-07,4.3,6.2,-20.1,3.8,9.4,0.4,5.8,1.8,24.0,1.4,16.5,0.9,11.8,1.5,-21.445,-10.367,22.115,0.9,1.4,1.4,2.3,52.6,-1.3,0.1,-0.1,-5.8,65.0,11.3,9.1,53.0,55.3,98.7,8.5,1.0,1.9,372.0,-0.2,-85.546,1.559,0.59,1.685,5.12,3.6,128.0,11.1,56.0,80.0,1.6,0.3,1.4,1.0,4.8,0.6,0.3,2.5,1.2180001735687256
2022-06,4.2,6.8,-19.7,3.8,9.1,0.5,5.9,2.1,22.1,1.6,15.7,0.7,11.7,1.25,-20.893,-10.988,13.226,-0.6,0.7,-1.0,0.5,56.4,-1.5,0.0,-0.5,-4.7,73.0,10.8,8.6,56.1,55.9,106.4,8.1,0.5,0.7,390.0,0.2,-87.077,1.549,0.696,1.695,5.41,3.6,247.0,-1.2,60.3,79.0,0.3,0.7,1.2,0.6,4.7,0.3,0.3,1.75,1.2131799459457397
2022-05,4.2,7.0,-56.9,3.7,9.0,0.7,6.2,1.1,18.6,2.3,14.0,3.4,11.1,1.0,-23.897,-13.804,17.796,-0.2,0.7,-0.2,1.9,58.2,-1.7,0.4,1.4,-4.9,80.0,11.0,8.3,55.4,57.1,107.3,8.2,0.6,0.4,428.0,1.1,-109.802,1.724,0.591,1.819,5.61,3.6,351.0,-11.6,56.4,79.0,2.2,0.3,2.0,0.2,4.9,0.3,0.3,1.0,1.2647020816802979
2022-04,4.0,5.4,-46.9,3.8,7.0,0.9,5.7,5.2,19.2,2.0,11.9,1.0,9.0,0.875,-20.594,-12.138,17.319,-0.6,1.6,-0.4,3.6,59.1,-0.4,0.8,-1.4,0.9,74.0,11.2,8.5,57.1,58.3,107.2,6.9,1.1,0.8,431.0,0.9,-89.185,1.793,0.763,1.873,5.77,3.6,455.0,24.6,62.9,78.3,-0.5,1.1,1.5,0.9,5.2,0.3,0.4,0.75,1.25749933719635
2022-03,3.8,4.8,-48.1,3.9,6.2,0.8,5.2,1.4,14.7,0.8,10.1,0.8,8.2,0.75,-26.499,-13.65,12.348,0.7,2.3,0.8,3.6,59.1,2.7,1.0,-0.3,7.0,79.0,10.0,7.9,58.6,56.5,110.5,17.6,0.2,-2.2,678.0,0.5,-89.692,1.769,0.772,1.859,6.02,3.8,-301.0,-11.8,56.3,77.6,1.4,-0.6,1.1,0.6,5.4,0.4,0.0,0.5,1.3138878345489502
2022-02,3.7,4.3,-31.9,4.1,5.5,-0.4,4.4,0.9,13.6,1.2,9.9,0.0,7.8,0.5,-12.354,-7.876,-3.65,0.3,0.4,0.2,1.3,56.3,8.1,1.2,1.9,9.1,74.0,9.7,7.5,57.6,59.9,113.8,13.0,3.3,1.6,467.0,1.4,-80.731,1.638,0.801,1.899,6.5,4.0,807.0,3.1,65.2,77.6,-0.4,0.7,2.1,0.6,5.2,0.5,0.7,0.375,1.337327480316162
2022-01,3.8,4.2,-43.3,4.1,5.4,0.5,4.2,-0.2,13.5,0.3,9.3,1.1,7.5,0.375,-11.337,-5.665,16.084,1.0,0.1,1.1,0.4,54.3,0.6,1.3,-3.7,-0.9,69.0,9.7,7.0,58.7,62.0,115.8,17.0,-2.3,-0.9,199.0,-0.1,-80.172,1.702,0.811,1.873,6.18,3.9,534.0,-0.7,63.1,76.5,1.6,0.4,1.3,0.4,4.9,0.5,0.6,0.25,1.3403388261795044
2021-12,4.3,4.9,-49.7,4.2,5.1,0.5,4.0,1.0,14.3,0.9,9.1,0.7,7.1,0.25,-13.934,-8.618,16.62,-0.6,1.4,0.0,1.3,55.5,1.8,1.1,1.4,4.7,71.0,9.6,6.8,61.1,69.1,109.5,18.2,0.3,2.5,210.0,0.5,-67.116,1.679,0.744,1.712,6.46,4.2,571.0,31.9,61.8,76.8,1.0,0.8,1.2,0.6,4.7,0.5,0.3,0.25,1.349837303161621
2021-11,4.9,5.8,-14.9,4.3,4.2,0.7,3.4,1.4,13.0,1.1,8.0,1.1,6.0,0.1,-14.736,-9.103,18.035,-0.4,2.9,-0.1,2.8,54.6,-0.2,1.6,0.8,-1.3,70.0,8.6,6.2,60.8,66.7,113.8,16.0,1.7,-0.5,531.0,1.6,-80.934,1.52,0.745,1.65,6.34,4.6,568.0,30.9,68.4,76.4,0.2,0.5,0.7,0.6,4.1,0.4,0.4,0.25,1.3315047025680542
2021-10,6.0,7.2,-51.1,4.5,3.1,0.4,2.9,0.4,11.4,0.5,6.7,0.4,4.9,0.1,-14.927,-8.395,21.014,0.8,3.7,0.5,4.1,52.6,-0.6,3.7,-0.2,-1.3,68.0,8.6,5.4,61.1,61.9,109.3,13.8,0.8,-0.4,194.0,-1.3,-73.252,1.555,0.8,1.589,6.29,4.8,374.0,19.8,64.7,75.2,1.2,0.4,0.6,0.4,3.6,0.3,0.6,0.25,1.3690004348754883
2021-09,6.8,8.3,-58.6,4.6,3.2,0.7,3.1,0.4,11.0,0.7,5.9,0.6,4.8,0.1,-12.706,-6.99,19.78,1.2,3.8,0.0,6.0,55.2,1.5,4.5,-0.9,0.0,10.0,8.3,5.3,59.9,61.7,113.8,14.9,1.8,1.8,235.0,0.4,-70.051,1.615,0.74,1.728,5.88,5.2,330.0,34.3,66.8,76.4,0.4,0.2,0.5,0.4,3.6,0.3,0.6,0.25,1.3426424264907837
2021-08,7.4,8.8,-7.8,4.7,2.0,0.0,1.8,0.8,9.9,0.6,4.9,0.5,3.8,0.1,-11.988,-7.095,9.619,-0.7,8.3,0.2,13.9,58.7,4.7,5.7,-2.5,2.4,79.0,7.8,5.4,59.5,64.1,129.1,15.8,-0.4,-0.1,943.0,0.9,-75.749,1.534,0.708,1.635,5.99,5.4,654.0,18.3,73.4,76.1,1.5,0.7,0.8,0.4,3.6,0.3,0.4,0.25,1.376045823097229
2021-07,6.6,7.3,-114.7,4.8,2.5,0.5,2.3,-0.1,9.1,0.4,4.3,0.7,3.9,0.1,-8.481,-4.196,22.02,0.8,20.6,-0.1,27.7,66.3,6.7,3.9,0.5,9.7,83.0,7.3,5.4,60.6,60.1,127.3,18.0,1.3,0.8,850.0,0.4,-71.24,1.643,0.676,1.598,5.86,5.9,978.0,43.0,66.1,75.4,1.7,0.3,0.5,0.5,3.5,0.4,0.3,0.25,1.3904008865356445
2021-06,5.6,5.6,-92.6,4.7,2.1,0.8,2.0,1.1,10.7,0.5,4.6,0.3,3.3,0.1,-10.958,-5.549,23.605,-1.3,27.5,-0.3,39.7,64.2,18.5,1.4,-1.4,24.6,83.0,6.6,5.0,61.2,64.0,117.2,28.1,-0.7,2.3,559.0,0.8,-68.899,1.572,0.769,1.681,5.8,5.8,742.0,17.4,75.2,75.2,-0.6,0.3,-0.2,0.4,3.4,0.5,0.5,0.25,1.3842746019363403
2021-05,4.6,4.0,-15.1,4.8,1.5,0.3,1.3,1.2,9.9,0.4,3.9,1.4,2.9,0.1,-11.71,-6.548,30.962,1.8,3.6,2.1,4.8,61.6,39.6,-2.0,9.2,42.4,75.0,6.2,4.2,60.7,62.7,121.7,51.2,-0.8,-1.3,266.0,0.7,-74.448,1.569,0.863,1.76,5.85,6.1,629.5,24.3,72.1,74.9,1.1,1.0,0.3,0.6,3.1,0.7,0.7,0.25,1.4180374145507812
2021-04,4.4,4.5,10.2,4.9,0.7,0.4,1.1,1.3,5.9,0.5,1.9,0.3,1.5,0.1,-16.442,-10.728,27.271,1.0,-3.5,1.3,-4.2,61.7,20.3,-1.9,5.4,7.2,59.0,4.2,2.6,64.7,63.7,109.7,27.7,8.4,0.5,916.0,1.4,-71.078,1.739,1.021,1.766,6.01,6.0,517.0,26.3,66.3,74.4,-0.8,1.6,0.5,0.5,1.8,0.4,-0.1,0.25,1.3952839374542236
2021-03,4.2,4.8,86.5,5.0,0.4,0.0,0.9,0.6,2.6,0.6,0.9,0.5,1.4,0.1,-9.826,-1.756,18.413,-1.5,-4.9,-2.3,-5.2,53.3,9.5,-2.4,2.1,-3.7,52.0,2.8,1.7,60.8,55.3,91.3,6.3,-2.7,-1.1,379.0,-2.2,-68.213,1.421,0.775,1.682,6.22,6.2,174.0,17.4,59.5,73.8,2.6,-0.9,0.3,0.2,1.4,0.1,0.2,0.25,1.3746649026870728
2021-02,4.1,4.7,-20.0,5.1,0.7,-0.5,1.4,0.7,1.3,0.4,-0.2,-0.3,1.4,0.1,-14.315,-5.2,8.016,0.2,-3.3,0.3,-2.5,49.2,7.1,0.6,-8.2,-5.9,50.0,1.7,1.4,58.7,58.7,89.3,7.4,5.9,3.4,49.0,0.9,-66.613,1.58,0.923,1.881,6.69,6.3,-123.0,12.1,63.8,75.6,1.1,1.4,0.6,0.3,1.5,0.3,0.2,0.25,1.3930001258850098
2021-01,3.6,3.6,7.0,5.0,0.6,0.3,1.4,0.8,0.2,0.3,-0.4,0.6,1.2,0.1,-16.012,-8.012,33.375,-0.1,-4.7,0.7,-3.8,54.6,4.8,3.7,0.3,2.9,65.0,0.8,1.4,60.7,57.2,88.6,2.9,-1.4,0.2,-140.0,1.6,-68.142,1.669,0.842,1.709,6.76,6.7,307.0,3.5,59.5,74.5,1.0,0.7,0.5,0.4,1.5,0.3,0.8,0.25,1.370600938796997
2020-12,2.8,2.7,64.3,4.9,0.3,-0.1,1.1,0.2,-0.5,0.2,-0.8,-0.3,0.9,0.1,-11.999,-4.544,30.837,1.3,-5.5,1.7,-7.1,54.7,7.7,9.7,-3.8,2.4,66.0,0.8,1.2,57.5,55.9,96.1,4.1,-0.9,0.9,245.0,0.4,-63.123,1.547,0.841,1.639,6.69,6.7,365.0,4.9,58.2,73.3,1.0,0.4,0.7,0.0,1.4,0.0,0.3,0.25,1.36306631565094
2020-11,1.9,1.3,-29.8,4.8,0.7,0.2,1.5,0.2,-1.3,0.0,-1.4,0.0,1.3,0.1,-9.348,-1.654,21.584,0.5,-6.3,0.2,-7.9,53.1,5.2,14.2,1.2,5.8,68.0,0.5,1.2,59.3,56.6,100.9,5.7,0.2,1.3,638.0,1.1,-63.862,1.53,0.999,1.545,6.85,6.9,557.0,6.3,61.1,72.8,1.1,1.3,0.7,0.0,1.4,0.0,0.1,0.25,1.333191156387329
2020-10,0.8,0.0,28.0,4.5,0.5,0.6,1.3,1.1,-3.7,-0.1,-0.9,0.3,1.1,0.1,-9.01,-2.308,35.367,0.3,-6.4,0.7,-8.4,56.8,6.1,7.1,1.5,4.7,61.0,0.4,1.4,55.4,57.8,101.8,5.4,1.5,1.9,661.0,-0.6,-67.102,1.415,0.959,1.553,6.54,7.9,749.0,10.5,62.4,71.5,0.7,0.8,0.3,0.3,1.6,0.3,0.1,0.25,1.29490065574646
2020-09,0.2,-1.0,73.7,4.1,0.2,-0.6,0.9,-0.4,-5.8,0.0,-0.9,-0.3,0.5,0.1,-8.635,-2.363,35.195,5.2,-7.8,6.3,-9.4,54.6,4.7,-8.1,0.8,2.8,44.0,-0.2,1.3,56.0,56.9,84.8,2.6,0.7,0.4,1371.0,0.4,-63.556,1.416,1.011,1.47,6.0,8.4,167.0,17.0,51.2,71.4,6.4,0.4,0.1,0.3,1.4500000000000002,0.3,0.4,0.25,1.2866535186767578
2020-08,-0.2,-1.2,94.4,3.9,1.0,0.4,1.8,1.8,-5.7,0.3,-0.9,0.5,1.6,0.1,-5.116,0.296,25.944,9.3,-12.5,11.0,-14.6,58.1,4.3,-19.9,3.6,1.4,12.0,-0.4,1.0,54.2,58.1,92.6,2.7,1.9,11.2,1763.0,3.0,-50.695,1.496,0.901,1.495,5.86,10.2,2369.0,3.7,51.9,70.6,6.2,2.4,-1.1,0.3,1.3,0.3,0.2,0.25,1.3356484174728394
2020-07,0.7,-0.3,-28.1,3.9,0.6,0.2,1.4,2.4,-6.4,0.3,-0.8,0.2,1.1,0.1,-2.805,0.649,34.801,6.0,-20.0,8.4,-22.8,55.3,10.9,-18.9,13.9,-1.6,-15.0,-0.8,0.6,52.6,57.1,98.1,1.1,7.3,7.3,4800.0,5.4,-54.601,1.186,0.776,1.241,4.72,11.1,-2760.0,17.2,36.6,68.6,8.0,3.3,-2.3,0.4,0.9,0.2,-1.2,0.25,1.311785101890564
2020-06,1.7,1.0,528.9,3.9,0.5,0.0,1.2,0.3,-10.0,-0.3,-1.4,-0.1,1.0,0.1,-7.49,-2.658,54.499,-20.3,-24.4,-24.3,-28.5,28.9,7.9,-9.9,12.0,-13.1,-32.0,-0.8,0.1,43.1,45.4,86.6,-6.1,12.4,15.8,2509.0,1.4,-49.408,0.974,0.676,1.22,3.91,13.3,-20236.0,-0.2,32.3,64.8,-13.0,4.0,-1.3,0.1,1.0,0.1,-1.0,0.25,1.2310571670532227
2020-05,2.7,2.4,856.5,3.9,0.8,0.1,1.4,-5.1,-9.8,-0.7,-0.7,0.0,1.5,0.1,-12.508,-4.88,61.357,-4.2,-8.2,-4.6,-9.7,8.2,5.7,-1.9,-18.1,-22.6,-21.0,-1.2,0.3,41.5,41.8,86.9,-21.6,-17.2,-17.2,-20500.0,-11.2,-44.415,0.891,0.623,1.074,4.33,14.7,-27.0,-48.5,35.4,64.9,-10.3,-7.4,-0.2,-0.5,1.0,-0.4,4.7,0.25,1.2344993352890015
2020-04,2.9,2.8,12.2,4.0,1.5,0.1,1.6,-3.6,-2.9,-0.2,0.3,0.2,2.6,0.175,-11.487,-5.573,2.325,0.1,-2.8,0.5,-3.9,39.3,-3.5,0.2,-5.1,-5.8,11.0,0.7,1.5,49.1,52.5,120.0,-6.2,-4.5,-14.4,-701.0,-5.4,-39.932,1.216,0.627,1.353,5.27,4.4,183.0,-78.2,47.8,72.7,0.0,-0.2,-0.4,-0.3,1.7,-0.1,0.4,0.25,1.2471472024917603
2020-03,3.1,3.1,17.3,3.9,1.7,0.6,1.7,-1.2,-0.5,-0.3,0.4,0.5,2.5,0.25,-3.72,2.232,-0.394,-0.1,-2.9,0.2,-3.6,52.6,-0.4,0.0,-0.3,0.0,29.0,1.3,2.3,50.1,57.3,130.7,4.3,-0.4,1.2,273.0,0.6,-45.338,1.599,0.765,1.464,5.77,3.5,291.0,-21.5,49.0,77.0,-0.5,-0.6,-0.1,0.1,1.8,0.2,0.3,0.25,1.2371643781661987
2020-02,3.2,2.9,5.5,3.8,1.8,-0.6,1.6,0.9,2.1,0.3,1.1,-0.4,2.7,0.5,0.845,6.721,-10.538,0.1,-1.8,0.3,-2.5,48.4,0.0,0.1,0.9,0.8,17.0,2.1,2.5,50.9,55.5,131.6,4.4,0.3,-0.2,225.0,-0.3,-48.88,1.567,0.764,1.551,5.46,3.6,202.0,12.9,42.9,76.8,1.8,0.9,0.1,0.1,1.6,0.1,0.2,1.0,1.2818392515182495
2020-01,3.4,3.2,14.8,3.8,1.3,0.0,1.4,0.1,-0.1,0.0,0.9,0.3,2.2,0.75,-5.256,1.734,4.04,-1.2,-1.6,-1.7,-2.0,44.4,1.7,0.1,-0.6,0.9,-2.0,1.3,2.3,47.2,55.0,126.5,5.8,0.7,2.4,145.0,-0.3,-43.086,1.608,0.694,1.416,5.54,3.5,67.0,4.8,48.9,77.0,-0.7,-0.1,-0.2,0.3,1.6,0.2,0.1,1.75,1.3089004755020142
2019-12,3.5,3.2,28.8,3.8,1.5,0.2,1.7,-0.3,-2.7,-0.2,0.5,0.2,2.2,0.75,-14.486,-5.729,4.878,0.1,-1.3,0.2,-1.2,45.3,-4.9,0.2,-0.6,1.0,-12.0,1.1,2.1,48.1,53.9,125.5,3.3,0.1,-2.0,266.0,1.1,-47.199,1.365,0.719,1.482,5.35,3.5,96.0,3.5,46.3,77.3,0.3,0.0,0.2,0.2,1.6,0.1,0.2,1.75,1.3113033771514893
2019-11,3.6,3.6,33.0,3.8,1.5,0.1,1.7,-1.3,-5.1,-0.1,0.8,-0.2,2.1,0.75,-12.541,-4.032,10.509,-0.3,-1.4,-0.4,-1.8,44.2,0.1,0.4,-0.1,3.1,-5.0,1.1,1.8,48.3,54.7,125.9,3.1,0.2,0.6,128.0,-0.8,-52.45,1.314,0.733,1.461,5.46,3.6,125.0,2.9,43.2,76.7,-0.6,0.6,0.0,0.2,1.6,0.1,0.2,1.75,1.293000340461731
2019-10,3.8,3.8,21.1,3.9,1.7,0.2,1.7,-0.8,-2.8,-0.1,1.2,-0.2,2.4,0.75,-9.806,-2.206,8.734,-0.6,-1.8,-0.7,-1.7,43.3,-1.7,0.4,0.0,3.1,-2.0,1.4,1.7,47.8,52.6,125.1,4.1,-0.1,-1.1,136.0,-0.4,-54.896,1.256,0.701,1.387,5.38,3.5,195.0,4.0,47.1,77.5,-0.1,-0.3,0.0,0.0,1.7,0.0,0.0,1.75,1.290172815322876
2019-09,3.8,4.0,28.2,3.8,1.7,0.4,1.5,-0.1,-0.8,-0.1,1.6,0.8,2.6,0.75,-9.144,-1.932,5.766,0.1,-0.9,0.3,-0.6,45.0,-0.5,0.2,-0.2,2.7,-4.0,1.8,1.7,49.1,56.4,135.1,4.1,0.0,0.2,130.0,0.6,-53.989,1.364,0.713,1.419,5.49,3.7,148.5,2.0,50.4,77.9,1.4,0.5,0.4,0.0,1.8,0.1,0.4,2.0,1.2293167114257812
2019-08,3.9,3.7,27.9,3.9,2.1,0.1,1.9,0.9,1.3,0.3,1.8,0.0,2.8,0.75,-7.009,-0.186,-1.971,-0.1,-0.6,-0.2,-1.4,45.3,0.1,0.1,0.2,3.3,-9.0,1.7,1.8,51.2,53.7,135.7,3.4,1.0,2.1,164.0,-0.2,-55.154,1.191,0.635,1.336,5.42,3.7,102.0,4.8,44.4,77.5,0.6,-0.4,0.0,0.2,1.6,0.2,0.3,2.125,1.215894103050232
2019-07,3.6,3.4,38.0,3.8,2.0,0.0,1.8,-1.4,-0.3,-0.1,1.6,0.1,2.9,0.75,-11.524,-4.905,6.5,1.4,0.9,1.4,0.0,43.1,-1.6,0.3,1.0,3.8,-1.0,1.7,1.6,51.7,55.1,121.5,3.4,0.4,2.0,224.0,0.0,-55.52,1.253,0.646,1.22,5.27,3.7,27.0,4.3,49.7,77.9,-0.7,1.2,0.3,0.1,1.6,0.2,0.2,2.25,1.2161602973937988
2019-06,3.4,3.1,23.2,3.8,2.0,0.2,1.7,0.0,1.3,0.3,1.8,0.3,3.0,0.75,-12.113,-4.595,4.463,-2.7,-1.0,-3.9,-0.8,48.6,-3.0,0.2,-0.5,2.3,-10.0,1.8,1.8,52.1,56.9,134.1,3.2,0.5,-1.3,75.0,0.4,-50.791,1.269,0.626,1.294,5.34,3.6,275.0,-8.6,54.2,78.1,-0.8,0.3,0.5,0.2,1.6,0.2,0.2,2.5,1.269599437713623
2019-05,3.3,3.2,24.7,3.8,2.1,0.3,1.8,1.1,3.8,0.3,2.1,1.1,3.0,0.75,-13.65,-4.361,4.967,0.7,1.3,0.9,2.6,50.5,3.7,0.3,0.0,5.2,-23.0,2.2,2.0,52.8,55.5,129.2,3.1,0.1,-2.1,263.0,-0.5,-50.002,1.235,0.673,1.296,5.19,3.6,129.0,17.8,52.6,77.9,1.9,0.0,0.0,0.3,1.6,0.2,0.2,2.5,1.2609704732894897
2019-04,3.4,3.5,28.3,3.9,1.9,0.2,1.8,-0.2,3.7,0.3,2.4,0.0,2.4,0.75,-14.112,-5.841,0.84,0.6,0.1,0.9,0.6,49.7,-1.1,0.4,1.1,6.7,-24.0,2.2,1.9,55.3,56.1,124.1,3.6,1.2,2.7,196.0,-0.1,-49.382,1.139,0.692,1.269,5.21,3.8,183.0,10.1,58.7,78.8,-0.5,0.4,0.3,0.2,1.6,0.0,0.1,2.5,1.2932428121566772
2019-03,3.4,3.4,27.1,3.9,1.9,0.5,1.8,0.6,3.7,0.1,2.2,0.7,2.5,0.75,-13.084,-4.977,-0.664,0.6,-0.9,0.8,-1.1,49.5,-0.1,0.5,0.4,4.0,-28.0,1.9,1.5,54.2,59.7,131.4,2.3,0.9,0.4,20.0,0.1,-51.149,1.162,0.667,1.296,5.51,3.8,198.0,3.7,64.7,78.2,0.1,-0.1,0.6,-0.1,1.8,0.1,0.4,2.5,1.3044953346252441
2019-02,3.4,3.4,14.2,4.0,1.8,-0.8,1.9,-0.1,2.9,0.0,2.1,-0.9,2.5,0.75,-12.102,-3.642,-15.759,-0.5,-0.9,-0.7,-2.1,50.6,1.8,0.4,1.0,4.2,-22.0,2.0,1.6,56.6,56.7,120.2,2.3,-1.8,1.2,304.0,-0.6,-49.313,1.078,0.662,1.326,4.94,4.0,213.0,8.8,56.7,78.2,0.1,0.1,-0.1,-0.033333333333333326,1.8333333333333333,0.1,0.1,2.5,1.3318239450454712
2019-01,3.3,3.4,20.8,4.0,2.1,0.3,1.9,-1.0,3.7,-0.3,2.5,0.4,2.7,0.75,-12.023,-3.925,2.112,-0.4,-1.5,-0.3,-1.1,52.8,-0.7,0.3,-0.9,3.0,-19.0,2.5,1.9,54.1,57.6,128.1,3.25,-0.8,1.0,312.0,0.3,-52.4005,1.167,0.657,1.327,4.99,3.9,179.0,3.9,65.4,78.7,-1.0,-0.09999999999999998,0.25,0.03333333333333334,1.8666666666666667,0.1,0.4,2.5,1.3117163181304932
2018-12,3.3,3.3,21.9,4.1,2.3,0.3,1.8,-2.3,5.6,0.2,3.1,0.0,3.2,0.75,-11.873,-4.251,6.345,-0.6,-0.8,-0.9,-1.0,53.4,-0.5,0.3,1.4,3.6,-11.0,2.5,2.2,59.3,60.7,135.7,4.2,0.2,0.8,155.0,0.6,-55.488,1.256,0.6005,1.328,5.32,3.7,203.0,10.9,66.4,78.5,-2.1,-0.3,0.6,0.1,1.9,0.1,0.2,2.5,1.269357681274414
2018-11,3.2,3.0,20.2,4.1,2.4,0.0,1.9,0.8,10.0,0.3,3.3,0.1,3.3,0.75,-9.731,-2.343,7.956,0.0,0.0,0.2,0.5,53.2,0.1,0.4,-0.5,2.2,-10.0,2.9,2.5,57.7,60.3,137.9,4.6,0.7,-4.4,250.0,0.1,-54.019,1.228,0.544,1.263,5.22,3.7,227.0,23.3,58.4,78.4,0.7,0.1,0.3,0.2,1.8,0.1,0.2,2.25,1.2784454822540283
2018-10,3.1,2.7,18.6,4.0,2.4,0.0,1.9,1.3,10.3,0.4,3.1,0.0,3.3,0.75,-11.195,-4.219,3.259,0.2,1.3,-0.2,1.3,52.1,-0.2,0.5,-0.8,3.0,-2.0,2.6,2.3,59.8,61.6,138.4,4.7,-0.1,0.8,134.0,0.3,-53.237,1.201,0.553,1.241,5.15,3.7,163.0,21.1,60.4,78.1,2.3,0.1,0.5,0.1,2.0,0.2,0.3,2.25,1.2708903551101685
2018-09,2.9,2.6,8.7,4.0,2.7,0.8,2.1,0.5,8.7,0.2,2.9,0.9,3.5,0.75,-9.973,-2.8,5.889,0.1,0.9,-0.2,1.1,52.9,0.2,0.6,0.3,3.3,2.0,2.8,2.7,61.3,58.5,133.4,6.6,0.3,4.5,201.0,0.4,-50.082,1.282,0.629,1.229,5.34,3.9,219.0,19.0,63.6,78.1,-0.8,0.1,0.6,0.1,2.0,0.0,0.4,2.25,1.3031013011932373
2018-08,2.7,2.4,6.2,4.0,2.5,-0.1,1.9,0.5,10.9,0.0,3.1,0.1,3.2,0.75,-11.383,-2.94,-2.872,0.4,1.1,0.4,1.5,55.8,0.5,0.5,0.7,3.5,4.0,3.3,2.9,58.1,55.7,127.4,6.4,0.6,-1.7,157.0,0.1,-46.348,1.168,0.627,1.311,5.34,3.9,177.0,25.6,65.5,78.1,0.7,0.2,0.1,0.1,2.0,0.2,0.3,2.0,1.301100730895996
2018-07,2.7,2.5,7.8,4.2,2.4,-0.1,1.9,0.2,10.2,0.1,3.1,0.3,3.4,0.625,-12.362,-3.491,4.53,-0.4,0.8,0.4,1.1,53.1,1.1,0.4,-0.5,2.9,2.0,3.4,2.9,60.2,59.1,126.4,6.6,0.4,1.0,213.0,0.6,-43.053,1.173,0.631,1.273,5.38,4.0,190.5,22.6,64.1,78.0,0.4,0.4,0.4,0.1,1.9,0.1,0.2,2.0,1.3135426044464111
2018-06,2.8,2.5,-7.7,4.2,2.4,0.3,2.1,2.8,9.2,0.4,2.9,0.4,3.3,0.5,-14.035,-5.372,3.356,-0.8,1.8,-1.4,1.4,52.5,2.8,0.2,1.3,3.9,-3.0,3.1,2.8,58.7,58.6,128.0,5.9,0.9,-0.6,223.0,-0.1,-46.199,1.35,0.689,1.301,5.43,3.8,204.0,25.0,62.7,77.9,-0.8,-0.3,0.3,0.2,2.0,0.2,0.3,2.0,1.3210039138793945
2018-05,2.9,2.6,31.3,4.2,2.4,0.4,2.1,0.4,5.3,0.3,2.7,0.5,3.4,0.5,-12.287,-3.639,6.23,0.1,2.9,-0.1,2.9,52.5,-4.2,0.3,1.6,1.4,-8.0,2.6,2.5,57.3,56.8,128.7,4.7,0.3,-1.7,164.0,0.7,-48.956,1.287,0.662,1.352,5.46,3.9,241.0,20.1,57.6,78.0,1.6,0.9,0.0,0.2,1.8,0.2,0.1,1.75,1.328356385231018
2018-04,2.8,2.8,11.6,4.2,2.5,0.2,2.3,-0.1,4.2,0.2,2.4,0.1,3.3,0.5,-10.203,-2.237,-0.262,0.1,2.2,-0.2,2.5,47.0,1.4,0.4,-1.2,1.1,0.0,3.0,2.4,59.3,58.8,127.7,4.5,0.2,2.6,103.0,0.5,-57.591,1.319,0.694,1.354,5.6,4.1,235.0,15.8,57.4,78.0,1.2,0.0,0.6,0.0,1.9,0.2,0.3,1.75,1.37710702419281
