Date,average-weekly-earnings-regular-pay united-kingdom,average-weekly-earnings-total-pay united-kingdom,claimant-count-change united-kingdom,unemployment-rate united-kingdom,cpi-yy united-kingdom,core-cpi-mm united-kingdom,core-cpi-yy united-kingdom,ppi-input-mm united-kingdom,ppi-input-yy united-kingdom,ppi-output-mm united-kingdom,ppi-output-yy united-kingdom,rpi-mm united-kingdom,rpi-yy united-kingdom,trade-balance united-kingdom,trade-balance-non-eu united-kingdom,public-sector-net-borrowing united-kingdom,industrial-production-mm united-kingdom,industrial-production-yy united-kingdom,manufacturing-production-mm united-kingdom,manufacturing-production-yy united-kingdom,markit-construction-pmi united-kingdom,brc-retail-sales-monitor-yy united-kingdom,index-of-services united-kingdom,retail-sales-mm united-kingdom,retail-sales-yy united-kingdom,rics-house-price-balance united-kingdom,boe-interest-rate-decision united-kingdom,labor-cash-earnings-yy japan,unemployment-rate japan,domestic-corporate-goods-price-index-mm japan,domestic-corporate-goods-price-index-yy japan,corporate-service-price-yy japan,national-consumer-price-index-yy japan,national-consumer-price-index-ex-fresh-food-yy japan,tokyo-consumer-price-index-yy japan,tokyo-consumer-price-index-ex-fresh-food-yy japan,m2-money-stock-yy japan,monetary-base-yy japan,adjusted-trade-balance japan,current-account-nsa japan,balance-of-payments japan,trade-balance japan,all-industry-activity-index-mm japan,capacity-utilization japan,tertiary-industry-activity-index-mm japan,household-spending-yy japan,large-retailers-sales-yy japan,retail-sales-mm japan,boj-interest-rate-decision japan,GBPJPY
2008-07,3.8,3.8,15.0,5.2,3.8,0.3,1.6,2.1,30.0,0.9,10.0,0.8,4.6,-7.4,-4.1,9.2,-0.8,-1.6,-0.5,-0.8,38.8,0.4,0.4,-3.9,2.2,-88.0,5.0,0.2,4.0,0.8,5.6,1.2,2.0,1.9,1.6,1.6,2.3,-0.5599999999999998,135.4,2000.6,529.4,138.6,0.8,2.2,-0.2,-1.8,-2.1,0.2,0.5,213.77699279785156
2008-06,3.9,3.8,9.0,5.3,3.3,0.3,1.5,3.8,27.9,1.6,8.9,0.5,4.3,-7.5,-4.1,11.0,0.1,0.1,0.0,0.0,43.9,1.9,0.3,3.5,8.1,-92.9,5.0,0.6,4.0,1.1,4.7,0.6,1.3,1.5,1.5,1.3,2.0,-0.41999999999999993,642.3,1510.7,634.7,365.6,0.5,105.9,1.8,-3.2,-2.2,-0.1,0.5,211.49600219726562
2008-05,3.8,4.0,7.2,5.2,3.0,0.5,1.4,2.4,23.3,1.4,7.6,0.9,4.2,-7.1,-3.8,1.8,-0.5,0.2,-0.5,0.6,46.1,-1.5,0.5,-0.3,3.8,-95.1,5.0,1.5,3.8,0.6,3.7,0.5,0.8,0.9,0.9,0.9,1.9,-0.2799999999999999,609.2,2096.6,1250.7,485.0,-1.4,102.6,0.3,-2.7,0.2,0.5,0.5,208.64999389648438
2008-04,3.8,3.7,-1.2,5.2,2.5,0.4,1.2,1.7,20.1,1.1,6.5,0.3,3.8,-7.6,-4.3,10.2,0.3,1.2,0.4,1.9,47.2,-1.6,0.3,-0.2,4.7,-78.5,5.0,1.5,3.9,0.5,3.9,0.4,1.2,1.2,0.6,0.7,2.2,-0.1399999999999999,770.0,1461.1,1035.3,1118.6,0.0,106.3,-1.7,-1.6,1.3,-1.0,0.5,206.5399932861328
2008-03,3.7,3.9,0.6,5.3,2.5,0.3,1.2,1.9,19.3,0.5,5.7,0.8,4.1,-7.9,-5.0,2.7,-0.2,0.4,0.5,0.7,52.4,1.5,0.6,1.1,6.3,-64.1,5.25,1.0,3.8,0.4,3.4,0.7,1.0,1.0,0.6,0.6,2.3,0.0,610.0,2074.7,85.8,970.0,-0.2,107.4,0.4,0.0,-1.9,0.8,0.5,198.05999755859375
2008-02,3.7,3.8,-10.8,5.2,2.2,-1.0,1.3,2.7,19.1,1.0,5.7,-0.5,4.1,-7.5,-4.1,14.0,0.0,0.9,0.14999999999999997,0.4,53.9,2.6,0.6,0.8,5.9,-54.7,5.25,-0.34999999999999987,3.8,0.2,3.0,0.8,0.7,0.8,0.4,0.4,2.2,0.14,861.9,1832.6,1013.0,-794.3,-0.5,110.2,-0.6,3.6,-1.5,-0.8,0.5,206.39999389648438
2008-01,3.6,4.0,-6.4,5.4,2.1,0.6,1.4,1.6,12.2,0.4,5.0,0.6,4.0,-7.9,-4.4,7.8,-0.1,0.3,-0.2,0.1,56.0,0.3,0.6,-0.2,2.8,-49.1,5.5,-1.7,3.8,0.4,2.6,1.4,0.7,0.8,0.2,0.4,2.1,0.28,640.0,2164.0,932.7,877.0,1.2,108.4,0.1,2.2,0.4,0.3,0.5,211.4199981689453
2007-12,3.6,4.0,-11.1,5.3,2.1,0.0,1.4,2.2,10.9,0.6,4.7,0.4,4.3,-7.883333333333334,-4.4,11.2,0.4,1.0,0.3,0.3,54.3,1.2,0.6,0.4,4.2,-40.6,5.5,-0.2,4.0,0.2,2.3,1.4,0.6,0.4,0.4,0.3,2.0,0.42,830.0,2229.0,1132.9166666666665,791.0,-1.6,110.2,1.1,-0.6,-1.8,0.3,0.5,221.6199951171875
2007-11,3.7,4.1,10.6,5.4,2.1,0.3,1.5,2.2,8.5,0.6,3.9,0.4,4.2,-7.866666666666667,-4.7,-0.4,-0.4,-0.4,-0.6,-0.2,57.4,1.0,0.8,0.0,4.2,-22.2,5.75,-0.35,4.0,0.05000000000000002,2.4,1.4,0.3,0.1,0.3,0.1,2.0,0.5599999999999999,1072.6,2242.0,1333.1333333333332,1018.6,1.0,108.6,-1.6,0.6,-2.0,-1.5,0.5,229.02999877929688
2007-10,3.7,3.7,-12.8,5.4,1.8,0.0,1.5,3.9,6.5,0.3,2.8,0.3,3.9,-7.85,-4.1,6.9,0.1,0.7,0.5,0.6,60.3,3.0,0.9,0.6,6.3,-14.6,5.75,-0.5,3.8,-0.1,1.7,1.4,-0.2,-0.1,0.1,0.0,1.7,0.7,1034.3,2081.0,1533.35,1635.9,-0.4,109.7,1.3,3.2,-2.9,3.9,0.5,239.9600067138672
2007-09,3.5,3.5,-4.2,5.4125000000000005,1.8,0.4,1.8,-1.4,0.7,0.1,2.5,0.6,4.1,-7.833333333333333,-4.6,9.1,-0.1,0.8,0.39999999999999997,0.8,54.8,3.7,0.9,0.6,4.8,-3.3,5.75,-0.5,3.6,0.0,1.9,1.4,-0.2,-0.1,-0.2,-0.1,1.58,0.7,1144.9,1856.0,1733.5666666666666,743.2,0.2,109.02,-0.5,1.6,-3.8,-2.5,0.5,234.8800048828125
2007-08,3.4,3.4,-6.7,5.425000000000001,1.9,-0.5,1.7,-0.8,-0.3,0.3,2.5,-0.6,3.8,-7.816666666666666,-3.9,-6.5,0.0,0.8,0.29999999999999993,1.0,61.8,4.3999999999999995,0.9,0.7,4.4,3.6500000000000004,5.75,-0.5,3.7,0.6,2.1,1.4,-0.1,-0.1,-0.3,0.0,1.46,0.7,878.3,2004.0,1933.7833333333333,822.6,-0.3,108.34,0.1,-0.1,0.9,-0.8,0.5,233.5800018310547
2007-07,3.5,3.5,-6.7,5.4375,2.4,0.2,1.775,0.6,2.1,0.3,2.5,0.5,4.4,-7.8,-0.09999999999999964,7.0,0.6,0.5,0.19999999999999996,1.2000000000000002,60.1,5.1,0.9,0.4,3.7,10.6,5.75,-0.5,3.8,0.1,2.3,1.4,-0.2,-0.1,-0.1,-0.1,1.34,0.7,823.8,2152.0,2134.0,1227.0,1.2,107.66,-0.1,0.1,-0.8,-0.9666666666666668,0.5,240.3000030517578
2007-06,3.6,4.1,-6.7,5.45,2.5,0.2,1.85,1.4,1.2,0.4,2.5,0.4,4.3,-8.1,3.7,8.7,0.3,0.4,0.09999999999999998,1.4,58.0,4.55,0.9,0.4,3.9,23.9,5.5,-0.5,3.8,0.5,2.2,1.4,0.0,-0.1,-0.2,-0.1,1.22,0.7,823.8,2300.0,2134.0,799.7,-1.4,106.98,1.7,0.1,-1.8,-1.1333333333333333,0.5,247.3300018310547
2007-05,3.7,4.4,-6.7,5.4625,2.8,0.2,1.925,0.7,-0.3,0.5,2.5,0.5,4.5,-7.3,0.9569999999999999,1.1,0.2,-0.4,-2.7755575615628914e-17,1.6,59.8,4.0,0.9,-0.1,4.2,24.7,5.5,-0.5,4.0,0.65,2.2,1.4,-0.1,-0.1,0.0,-0.1,1.1,0.7,823.8,2400.0,2134.0,922.8,0.9,106.3,0.3999999999999999,0.1,-0.3,-1.3,0.5,241.02699279785156
2007-04,3.6,4.6,-6.7,5.475,3.1,0.4,2.0,1.2,0.7,0.6,2.7,0.6,4.8,-7.0,-1.786,8.5,-0.3,0.3,-0.10000000000000002,1.8,58.9,3.9,0.9,0.5,5.0,25.5,5.4375,-0.5,4.0,0.8,2.2,1.4,-0.1,-0.1,0.2,-0.1,1.1,0.7,823.8,2400.0,2134.0,1276.4499999999998,0.8,106.3,-0.9000000000000001,0.1,-0.3,-1.3,0.5,238.64999389648438
2007-03,3.6,4.4,-6.7,5.4875,2.8,0.4,1.7,1.3,-1.1,0.3,2.2,0.7,4.6,-6.4,-4.529,-0.9000000000000004,0.0,0.4,-0.2,2.0,57.3,3.9,0.9,1.6,5.1,24.0,5.375,-0.5,4.0,0.8,2.2,1.4,-0.2,-0.1,0.0,-0.1,1.1,0.7,823.8,2400.0,2134.0,1630.1,0.7,106.19999999999999,-2.2,0.1,-0.3,-1.3,0.5,231.8699951171875
2007-02,3.6,4.2,-6.7,5.5,2.7,-0.9,1.7,-2.5,-2.1,0.4,2.2,-0.5,4.2,-6.4,-4.529,-10.3,0.0,0.4,-0.2,2.0,57.3,3.9,0.9,-1.8,3.3,24.0,5.3125,-0.5,4.0,0.8,2.2,1.4,-0.2,-0.1,0.0,-0.1,1.1,0.7,823.8,2400.0,2134.0,1630.1,0.7,106.1,-2.2,0.1,-0.3,-1.3,0.5,233.14999389648438
